Code,Name,Market,Type
2887I,台新新光辛特,TWSE,ETF
2887Z1,台新新光己特,TWSE,ETF
2889,國票金,TWSE,Stock
2890,永豐金,TWSE,Stock
2891,中信金,TWSE,Stock
2891B,中信金乙特,TWSE,ETF
2891C,中信金丙特,TWSE,ETF
2892,第一金,TWSE,Stock
2897,王道銀行,TWSE,Stock
2897B,王道銀乙特,TWSE,ETF
2901,欣欣,TWSE,Stock
2903,遠百,TWSE,Stock
2904,匯僑,TWSE,Stock
2905,三商,TWSE,Stock
2906,高林,TWSE,Stock
2908,特力,TWSE,Stock
2910,統領,TWSE,Stock
2911,麗嬰房,TWSE,Stock
2912,統一超,TWSE,Stock
2913,農林,TWSE,Stock
2915,潤泰全,TWSE,Stock
2923,鼎固-KY,TWSE,Stock
2929,淘帝-KY,TWSE,Stock
2939,永邑-KY,TWSE,Stock
2945,三商家購,TWSE,Stock
3002,歐格,TWSE,Stock
3003,健和興,TWSE,Stock
3004,豐達科,TWSE,Stock
3005,神基,TWSE,Stock
3006,晶豪科,TWSE,Stock
3008,大立光,TWSE,Stock
3010,華立,TWSE,Stock
3011,今皓,TWSE,Stock
3013,晟銘電,TWSE,Stock
3014,聯陽,TWSE,Stock
3015,全漢,TWSE,Stock
3016,嘉晶,TWSE,Stock
3017,奇鋐,TWSE,Stock
3018,隆銘綠能,TWSE,Stock
3019,亞光,TWSE,Stock
3021,鴻名,TWSE,Stock
3022,威強電,TWSE,Stock
3023,信邦,TWSE,Stock
3024,憶聲,TWSE,Stock
3025,星通,TWSE,Stock
3026,禾伸堂,TWSE,Stock
3027,盛達,TWSE,Stock
3028,增你強,TWSE,Stock
3029,零壹,TWSE,Stock
3030,德律,TWSE,Stock
3031,佰鴻,TWSE,Stock
3032,偉訓,TWSE,Stock
3033,威健,TWSE,Stock
3034,聯詠,TWSE,Stock
3035,智原,TWSE,Stock
3036,文曄,TWSE,Stock
3037,欣興,TWSE,Stock
3038,全台,TWSE,Stock
3040,遠見,TWSE,Stock
3041,揚智,TWSE,Stock
3042,晶技,TWSE,Stock
3043,科風,TWSE,Stock
3044,健鼎,TWSE,Stock
3045,台灣大,TWSE,Stock
3046,建碁,TWSE,Stock
3047,訊舟,TWSE,Stock
3048,益登,TWSE,Stock
3049,精金,TWSE,Stock
3050,鈺德,TWSE,Stock
3051,力特,TWSE,Stock
3052,夆典,TWSE,Stock
3054,立萬利,TWSE,Stock
3055,蔚華科,TWSE,Stock
3056,富華新,TWSE,Stock
3057,喬鼎,TWSE,Stock
3058,立德,TWSE,Stock
3059,華晶科,TWSE,Stock
3060,銘異,TWSE,Stock
3062,建漢,TWSE,Stock
3090,日電貿,TWSE,Stock
3092,鴻碩,TWSE,Stock
3094,聯傑,TWSE,Stock
3130,一零四,TWSE,Stock
3135,凌航,TWSE,Stock
3138,耀登,TWSE,Stock
3149,正達,TWSE,Stock
3150,鈺寶-創,TWSE,Stock
3164,景岳,TWSE,Stock
3167,大量,TWSE,Stock
3168,眾福科,TWSE,Stock
3189,景碩,TWSE,Stock
3209,全科,TWSE,Stock
3229,晟鈦,TWSE,Stock
3231,緯創,TWSE,Stock
3257,虹冠電,TWSE,Stock
3266,昇陽,TWSE,Stock
3296,勝德,TWSE,Stock
3305,昇貿,TWSE,Stock
3308,聯德,TWSE,Stock
3311,閎暉,TWSE,Stock
3312,弘憶股,TWSE,Stock
3321,同泰,TWSE,Stock
3338,泰碩,TWSE,Stock
3346,麗清,TWSE,Stock
3356,奇偶,TWSE,Stock
3376,新日興,TWSE,Stock
3380,明泰,TWSE,Stock
3406,玉晶光,TWSE,Stock
3413,京鼎,TWSE,Stock
3416,融程電,TWSE,Stock
3419,譁裕,TWSE,Stock
3432,台端,TWSE,Stock
3437,榮創,TWSE,Stock
3443,創意,TWSE,Stock
3447,展達,TWSE,Stock
3450,聯鈞,TWSE,Stock
3481,群創,TWSE,Stock
3494,誠研,TWSE,Stock
3501,維熹,TWSE,Stock
3504,揚明光,TWSE,Stock
3515,華擎,TWSE,Stock
3518,柏騰,TWSE,Stock
3528,安馳,TWSE,Stock
3530,晶相光,TWSE,Stock
3532,台勝科,TWSE,Stock
3533,嘉澤,TWSE,Stock
3535,晶彩科,TWSE,Stock
3543,州巧,TWSE,Stock
3545,敦泰,TWSE,Stock
3550,聯穎,TWSE,Stock
3557,嘉威,TWSE,Stock
3563,牧德,TWSE,Stock
3576,聯合再生,TWSE,Stock
3583,辛耘,TWSE,Stock
3588,通嘉,TWSE,Stock
3591,艾笛森,TWSE,Stock
3592,瑞鼎,TWSE,Stock
3593,力銘,TWSE,Stock
3596,智易,TWSE,Stock
3605,宏致,TWSE,Stock
3607,谷崧,TWSE,Stock
3617,碩天,TWSE,Stock
3622,洋華,TWSE,Stock
3645,達邁,TWSE,Stock
3652,精聯,TWSE,Stock
3653,健策,TWSE,Stock
3661,世芯-KY,TWSE,Stock
3665,貿聯-KY,TWSE,Stock
3669,圓展,TWSE,Stock
3673,TPK-KY,TWSE,Stock
3679,新至陞,TWSE,Stock
3686,達能,TWSE,Stock
3694,海華,TWSE,Stock
3701,大眾控,TWSE,Stock
3702,大聯大,TWSE,Stock
3703,欣陸,TWSE,Stock
3704,合勤控,TWSE,Stock
3705,永信,TWSE,Stock
3706,神達,TWSE,Stock
3708,上緯投控,TWSE,Stock
3711,日月光投控,TWSE,Stock
3712,永崴投控,TWSE,Stock
3714,富采,TWSE,Stock
3715,定穎投控,TWSE,Stock
3716,中化控股,TWSE,Stock
3717,聯嘉投控,TWSE,Stock
4104,佳醫,TWSE,Stock
4106,雃博,TWSE,Stock
4108,懷特,TWSE,Stock
4119,旭富,TWSE,Stock
4133,亞諾法,TWSE,Stock
4137,麗豐-KY,TWSE,Stock
4142,國光生,TWSE,Stock
4148,全宇生技-KY,TWSE,Stock
4155,訊映,TWSE,Stock
4164,承業醫,TWSE,Stock
4169,泰宗,TWSE,Stock
4178,永笙-KY,TWSE,Stock
4190,佐登-KY,TWSE,Stock
4195,基米-創,TWSE,Stock
4306,炎洲,TWSE,Stock
4414,如興,TWSE,Stock
4426,利勤,TWSE,Stock
4438,廣越,TWSE,Stock
4439,冠星-KY,TWSE,Stock
4440,宜新實業,TWSE,Stock
4441,振大環球,TWSE,Stock
4526,東台,TWSE,Stock
4532,瑞智,TWSE,Stock
4536,拓凱,TWSE,Stock
4540,全球傳動,TWSE,Stock
4545,銘鈺,TWSE,Stock
4551,智伸科,TWSE,Stock
4552,力達-KY,TWSE,Stock
4555,氣立,TWSE,Stock
4557,永新-KY,TWSE,Stock
4560,強信-KY,TWSE,Stock
4562,穎漢,TWSE,Stock
4564,元翎,TWSE,Stock
4566,時碩工業,TWSE,Stock
4569,六方科-KY,TWSE,Stock
4571,鈞興-KY,TWSE,Stock
4572,駐龍,TWSE,Stock
4576,大銀微系統,TWSE,Stock
4581,光隆精密-KY,TWSE,Stock
4582,聚恆-創,TWSE,Stock
4583,台灣精銳,TWSE,Stock
4585,達明,TWSE,Stock
4588,玖鼎電力,TWSE,Stock
4590,富田-創,TWSE,Stock
4720,德淵,TWSE,Stock
4722,國精化,TWSE,Stock
4736,泰博,TWSE,Stock
4737,華廣,TWSE,Stock
4739,康普,TWSE,Stock
4746,台耀,TWSE,Stock
4755,三福化,TWSE,Stock
4763,材料*-KY,TWSE,Stock
4764,雙鍵,TWSE,Stock
4766,南寶,TWSE,Stock
4770,上品,TWSE,Stock
4771,望隼,TWSE,Stock
4807,日成-KY,TWSE,Stock
4904,遠傳,TWSE,Stock
4906,正文,TWSE,Stock
4912,聯德控股-KY,TWSE,Stock
4915,致伸,TWSE,Stock
4916,事欣科,TWSE,Stock
4919,新唐,TWSE,Stock
4927,泰鼎-KY,TWSE,Stock
4930,燦星網,TWSE,Stock
4934,太極,TWSE,Stock
4935,茂林-KY,TWSE,Stock
4938,和碩,TWSE,Stock
4942,嘉彰,TWSE,Stock
4943,康控-KY,TWSE,Stock
4949,有成精密,TWSE,Stock
4952,凌通,TWSE,Stock
4956,光鋐,TWSE,Stock
4958,臻鼎-KY,TWSE,Stock
4960,誠美材,TWSE,Stock
4961,天鈺,TWSE,Stock
4967,十銓,TWSE,Stock
4968,立積,TWSE,Stock
4976,佳凌,TWSE,Stock
4977,眾達-KY,TWSE,Stock
4989,榮科,TWSE,Stock
4994,傳奇,TWSE,Stock
4999,鑫禾,TWSE,Stock
5007,三星,TWSE,Stock
5203,訊連,TWSE,Stock
5215,科嘉-KY,TWSE,Stock
5222,全訊,TWSE,Stock
5225,東科-KY,TWSE,Stock
5234,達興材料,TWSE,Stock
5236,凌陽創新,TWSE,Stock
5243,乙盛-KY,TWSE,Stock
5244,弘凱,TWSE,Stock
5258,虹堡,TWSE,Stock
5269,祥碩,TWSE,Stock
5283,禾聯碩,TWSE,Stock
5284,jpp-KY,TWSE,Stock
5285,界霖,TWSE,Stock
5288,豐祥-KY,TWSE,Stock
5292,華懋,TWSE,Stock
5306,桂盟,TWSE,Stock
5388,中磊,TWSE,Stock
5434,崇越,TWSE,Stock
5469,瀚宇博,TWSE,Stock
5471,松翰,TWSE,Stock
5484,慧友,TWSE,Stock
5515,建國,TWSE,Stock
5519,隆大,TWSE,Stock
5521,工信,TWSE,Stock
5522,遠雄,TWSE,Stock
5525,順天,TWSE,Stock
5531,鄉林,TWSE,Stock
5533,皇鼎,TWSE,Stock
5534,長虹,TWSE,Stock
5538,東明-KY,TWSE,Stock
5546,永固-KY,TWSE,Stock
5607,遠雄港,TWSE,Stock
5608,四維航,TWSE,Stock
5706,鳳凰,TWSE,Stock
5871,中租-KY,TWSE,Stock
5871A,中租-KY甲特,TWSE,ETF
5876,上海商銀,TWSE,Stock
5880,合庫金,TWSE,Stock
5906,台南-KY,TWSE,Stock
5907,大洋-KY,TWSE,Stock
6005,群益證,TWSE,Stock
6024,群益期,TWSE,Stock
6108,競國,TWSE,Stock
6112,邁達特,TWSE,Stock
6115,鎰勝,TWSE,Stock
6116,彩晶,TWSE,Stock
6117,迎廣,TWSE,Stock
6120,達運,TWSE,Stock
6128,上福,TWSE,Stock
6133,金橋,TWSE,Stock
6136,富爾特,TWSE,Stock
6139,亞翔,TWSE,Stock
6141,柏承,TWSE,Stock
6142,友勁,TWSE,Stock
6152,百一,TWSE,Stock
6153,嘉聯益,TWSE,Stock
6155,鈞寶,TWSE,Stock
6164,華興,TWSE,Stock
6165,浪凡,TWSE,Stock
6166,凌華,TWSE,Stock
6168,宏齊,TWSE,Stock
6176,瑞儀,TWSE,Stock
6177,達麗,TWSE,Stock
6183,關貿,TWSE,Stock
6184,大豐電,TWSE,Stock
6189,豐藝,TWSE,Stock
6191,精成科,TWSE,Stock
6192,巨路,TWSE,Stock
6196,帆宣,TWSE,Stock
6197,佳必琪,TWSE,Stock
6201,亞弘電,TWSE,Stock
6202,盛群,TWSE,Stock
6205,詮欣,TWSE,Stock
6206,飛捷,TWSE,Stock
6209,今國光,TWSE,Stock
6213,聯茂,TWSE,Stock
6214,精誠,TWSE,Stock
6215,和椿,TWSE,Stock
6216,居易,TWSE,Stock
6224,聚鼎,TWSE,Stock
6225,天瀚,TWSE,Stock
6226,光鼎,TWSE,Stock
6230,尼得科超眾,TWSE,Stock
6235,華孚,TWSE,Stock
6239,力成,TWSE,Stock
6243,迅杰,TWSE,Stock
6257,矽格,TWSE,Stock
6269,台郡,TWSE,Stock
6271,同欣電,TWSE,Stock
6272,驊陞,TWSE,Stock
6277,宏正,TWSE,Stock
6278,台表科,TWSE,Stock
6281,全國電,TWSE,Stock
6282,康舒,TWSE,Stock
6283,淳安,TWSE,Stock
6285,啟碁,TWSE,Stock
6405,悅城,TWSE,Stock
6409,旭隼,TWSE,Stock
6412,群電,TWSE,Stock
6414,樺漢,TWSE,Stock
6415,矽力*-KY,TWSE,Stock
6416,瑞祺電通,TWSE,Stock
6426,統新,TWSE,Stock
6431,光麗-KY,TWSE,Stock
6438,迅得,TWSE,Stock
6442,光聖,TWSE,Stock
6443,元晶,TWSE,Stock
6446,藥華藥,TWSE,Stock
6449,鈺邦,TWSE,Stock
6451,訊芯-KY,TWSE,Stock
6456,GIS-KY,TWSE,Stock
6464,台數科,TWSE,Stock
6472,保瑞,TWSE,Stock
6477,安集,TWSE,Stock
6491,晶碩,TWSE,Stock
6504,南六,TWSE,Stock
6505,台塑化,TWSE,Stock
6515,穎崴,TWSE,Stock
6525,捷敏-KY,TWSE,Stock
6526,達發,TWSE,Stock
6531,愛普*,TWSE,Stock
6533,晶心科,TWSE,Stock
6534,正瀚-創,TWSE,Stock
6541,泰福-KY,TWSE,Stock
6550,北極星藥業-KY,TWSE,Stock
6552,易華電,TWSE,Stock
6558,興能高,TWSE,Stock
6573,虹揚-KY,TWSE,Stock
6579,研揚,TWSE,Stock
6581,鋼聯,TWSE,Stock
6582,申豐,TWSE,Stock
6585,鼎基,TWSE,Stock
6589,台康生技,TWSE,Stock
6591,動力-KY,TWSE,Stock
6592,和潤企業,TWSE,Stock
6592A,和潤企業甲特,TWSE,ETF
6592B,和潤企業乙特,TWSE,ETF
6598,ABC-KY,TWSE,Stock
6605,帝寶,TWSE,Stock
6606,建德工業,TWSE,Stock
6614,資拓宏宇,TWSE,Stock
6625,必應,TWSE,Stock
6641,基士德-KY,TWSE,Stock
6645,金萬林-創,TWSE,Stock
6655,科定,TWSE,Stock
6657,華安,TWSE,Stock
6658,聯策,TWSE,Stock
6666,羅麗芬-KY,TWSE,Stock
6668,中揚光,TWSE,Stock
6669,緯穎,TWSE,Stock
6670,復盛應用,TWSE,Stock
6671,三能-KY,TWSE,Stock
6672,騰輝電子-KY,TWSE,Stock
6674,鋐寶科技,TWSE,Stock
6689,伊雲谷,TWSE,Stock
6691,洋基工程,TWSE,Stock
6695,芯鼎,TWSE,Stock
6698,旭暉應材,TWSE,Stock
6706,惠特,TWSE,Stock
6715,嘉基,TWSE,Stock
6719,力智,TWSE,Stock
6722,輝創,TWSE,Stock
6742,澤米,TWSE,Stock
6743,安普新,TWSE,Stock
6753,龍德造船,TWSE,Stock
6754,匯僑設計,TWSE,Stock
6756,威鋒電子,TWSE,Stock
6757,台灣虎航,TWSE,Stock
6768,志強-KY,TWSE,Stock
6770,力積電,TWSE,Stock
6771,平和環保-創,TWSE,Stock
6776,展碁國際,TWSE,Stock
6781,AES-KY,TWSE,Stock
6782,視陽,TWSE,Stock
6789,采鈺,TWSE,Stock
6790,永豐實,TWSE,Stock
6792,詠業,TWSE,Stock
6794,向榮生技,TWSE,Stock
6796,晉弘,TWSE,Stock
6799,來頡,TWSE,Stock
6805,富世達,TWSE,Stock
6807,峰源-KY,TWSE,Stock
6830,汎銓,TWSE,Stock
6831,邁科,TWSE,Stock
6834,天二科技,TWSE,Stock
6835,圓裕,TWSE,Stock
6838,台新藥,TWSE,Stock
6854,錼創科技-KY創,TWSE,Stock
6861,睿生光電,TWSE,Stock
6862,三集瑞-KY,TWSE,Stock
6863,永道-KY,TWSE,Stock
6869,雲豹能源,TWSE,Stock
6873,泓德能源,TWSE,Stock
6885,全福生技,TWSE,Stock
6887,寶綠特-KY,TWSE,Stock
6890,來億-KY,TWSE,Stock
6901,鑽石投資,TWSE,Stock
6902,GOGOLOOK,TWSE,Stock
6906,現觀科,TWSE,Stock
6908,宏碁遊戲-創,TWSE,Stock
6909,創控,TWSE,Stock
6914,阜爾運通,TWSE,Stock
6916,華凌,TWSE,Stock
6918,愛派司,TWSE,Stock
6919,康霈*,TWSE,Stock
6921,嘉雨思-創,TWSE,Stock
6923,中台,TWSE,Stock
6924,榮惠-KY創,TWSE,Stock
6928,攸泰科技,TWSE,Stock
6931,青松健康,TWSE,Stock
6933,AMAX-KY,TWSE,Stock
6934,心誠鎂,TWSE,Stock
6936,永鴻生技,TWSE,Stock
6937,天虹,TWSE,Stock
6944,兆聯實業,TWSE,Stock
6949,沛爾生醫-創,TWSE,Stock
6951,青新-創,TWSE,Stock
6952,大武山,TWSE,Stock
6955,邦睿生技-創,TWSE,Stock
6957,裕慶-KY,TWSE,Stock
6958,日盛台駿,TWSE,Stock
6958A,日盛台駿甲特,TWSE,ETF
6962,奕力-KY,TWSE,Stock
6965,中傑-KY,TWSE,Stock
6969,成信實業*-創,TWSE,Stock
6988,威力暘-創,TWSE,Stock
6994,富威電力,TWSE,Stock
7610,聯友金屬-創,TWSE,Stock
7631,聚賢研發-創,TWSE,Stock
7705,三商餐飲,TWSE,Stock
7711,永擎,TWSE,Stock
7721,微程式,TWSE,Stock
7722,LINEPAY,TWSE,Stock
7730,暉盛-創,TWSE,Stock
7732,金興精密,TWSE,Stock
7736,虎山,TWSE,Stock
7740,熙特爾-創,TWSE,Stock
7749,意騰-KY,TWSE,Stock
7750,新代,TWSE,Stock
7760,享溫馨,TWSE,Stock
7765,中華資安,TWSE,Stock
7768,頌勝科技,TWSE,Stock
7769,鴻勁,TWSE,Stock
7780,大研生醫*,TWSE,Stock
7786,東方風能,TWSE,Stock
7788,松川精密,TWSE,Stock
7791,皇家可口,TWSE,Stock
7795,長廣,TWSE,Stock
7799,禾榮科,TWSE,Stock
7803,雲象科技-創,TWSE,Stock
7818,溢泰實業,TWSE,Stock
7821,神數,TWSE,Stock
7822,倍利科,TWSE,Stock
7823,奧義賽博-KY創,TWSE,Stock
7827,漢康-KY創,TWSE,Stock
8011,台通,TWSE,Stock
8016,矽創,TWSE,Stock
8021,尖點,TWSE,Stock
8028,昇陽半導體,TWSE,Stock
8033,雷虎,TWSE,Stock
8039,台虹,TWSE,Stock
8045,達運光電,TWSE,Stock
8046,南電,TWSE,Stock
8070,長華*,TWSE,Stock
8072,陞泰,TWSE,Stock
8081,致新,TWSE,Stock
8101,華冠,TWSE,Stock
8103,瀚荃,TWSE,Stock
8104,錸寶,TWSE,Stock
8105,凌巨,TWSE,Stock
8110,華東,TWSE,Stock
8112,至上,TWSE,Stock
8112A,至上甲特,TWSE,ETF
8114,振樺電,TWSE,Stock
8131,福懋科,TWSE,Stock
8150,南茂,TWSE,Stock
8162,微矽電子-創,TWSE,Stock
8163,達方,TWSE,Stock
8201,無敵,TWSE,Stock
8210,勤誠,TWSE,Stock
8213,志超,TWSE,Stock
8215,明基材,TWSE,Stock
8222,寶一,TWSE,Stock
8249,菱光,TWSE,Stock
8261,富鼎,TWSE,Stock
8271,宇瞻,TWSE,Stock
8341,日友,TWSE,Stock
8367,建新國際,TWSE,Stock
8374,羅昇,TWSE,Stock
8404,百和興業-KY,TWSE,Stock
8411,福貞-KY,TWSE,Stock
8422,可寧衛*,TWSE,Stock
8429,金麗-KY,TWSE,Stock
8438,昶昕,TWSE,Stock
8442,威宏-KY,TWSE,Stock
8443,阿瘦,TWSE,Stock
8454,富邦媒,TWSE,Stock
8462,柏文,TWSE,Stock
8463,潤泰材,TWSE,Stock
8464,億豐,TWSE,Stock
8466,美吉吉-KY,TWSE,Stock
8467,波力-KY,TWSE,Stock
8473,山林水,TWSE,Stock
8476,台境*,TWSE,Stock
8478,東哥遊艇,TWSE,Stock
8481,政伸,TWSE,Stock
8482,商億-KY,TWSE,Stock
8487,愛爾達-創,TWSE,Stock
8488,吉源-KY,TWSE,Stock
8499,鼎炫-KY,TWSE,Stock
8926,台汽電,TWSE,Stock
8940,新天地,TWSE,Stock
8996,高力,TWSE,Stock
9103,美德醫療-DR,TWSE,Stock
910322,康師傅-DR,TWSE,ETF
9105,泰金寶-DR,TWSE,Stock
910861,神州-DR,TWSE,ETF
9110,越南控-DR,TWSE,Stock
911608,明輝-DR,TWSE,ETF
911622,泰聚亨-DR,TWSE,ETF
911868,同方友友-DR,TWSE,ETF
912000,晨訊科-DR,TWSE,ETF
9136,巨騰-DR,TWSE,Stock
9802,鈺齊-KY,TWSE,Stock
9902,台火,TWSE,Stock
9904,寶成,TWSE,Stock
9905,大華,TWSE,Stock
9906,欣巴巴,TWSE,Stock
9907,統一實,TWSE,Stock
9908,大台北,TWSE,Stock
9910,豐泰,TWSE,Stock
9911,櫻花,TWSE,Stock
9912,偉聯,TWSE,Stock
9914,美利達,TWSE,Stock
9917,中保科,TWSE,Stock
9918,欣天然,TWSE,Stock
9919,康那香,TWSE,Stock
9921,巨大,TWSE,Stock
9924,福興,TWSE,Stock
9925,新保,TWSE,Stock
9926,新海,TWSE,Stock
9927,泰銘,TWSE,Stock
9928,中視,TWSE,Stock
9929,秋雨,TWSE,Stock
9930,中聯資源,TWSE,Stock
9931,欣高,TWSE,Stock
9933,中鼎,TWSE,Stock
9934,成霖,TWSE,Stock
9935,慶豐富,TWSE,Stock
9937,全國,TWSE,Stock
9938,百和,TWSE,Stock
9939,宏全,TWSE,Stock
9940,信義,TWSE,Stock
9941,裕融,TWSE,Stock
9941A,裕融甲特,TWSE,ETF
9942,茂順,TWSE,Stock
9943,好樂迪,TWSE,Stock
9944,新麗,TWSE,Stock
9945,潤泰新,TWSE,Stock
9946,三發地產,TWSE,Stock
9955,佳龍,TWSE,Stock
9958,世紀鋼,TWSE,Stock
